title,price,rooms,bathrooms,area_sqm,price_per_sqm,total_rooms,"location_Al 'Awabi, Al Batinah•","location_Al Amarat, Muscat•","location_Al Buraimi, Al Buraimi•","location_Al Bustan, Muscat•","location_Al Duqum, Al Wusta•","location_Al Ghubrah, Muscat•","location_Al Hail, Muscat•","location_Al Khaboura, Al Batinah•","location_Al Khoud, Muscat•","location_Al Khuwair, Muscat•","location_Al Maabilah, Muscat•","location_Al Masn'a, Al Batinah•","location_Al Mawaleh, Muscat•","location_Al Mudaibi, Al Sharqiya•","location_Al Qabil, Al Sharqiya•","location_Al Rusayl, Muscat•","location_Al Rustaq, Al Batinah•","location_Al Seeb, Muscat•","location_Al Sifah, Muscat•","location_Al Sinainah, Al Buraimi•","location_Al Wadi Al Kabir, Muscat•","location_Ansab, Muscat•","location_Azaiba, Muscat•","location_Bahla, Al Dakhiliya•","location_Barka, Al Batinah•","location_Barr Al Jissah, Muscat•","location_Bidbid, Al Dakhiliya•","location_Bidiya, Al Sharqiya•","location_Bosher, Muscat•","location_Darsait, Muscat•","location_Ghala, Muscat•","location_Haima, Al Wusta•","location_Hamra, Al Dakhiliya•","location_Ibra, Al Sharqiya•","location_Ibri, Al Dhahirah•","location_Izki, Al Dakhiliya•","location_Liwa, Al Batinah•","location_Madinat As Sultan Qaboos, Muscat•","location_Mahut, Al Wusta•","location_Masira, Al Sharqiya•","location_Mirbat, Dhofar•","location_Misfah, Muscat•","location_Muqshin, Dhofar•","location_Muscat - Other, Muscat•","location_Muscat Hills, Muscat•","location_Mutrah, Muscat•","location_Nakhl, Al Batinah•","location_Nizwa, Al Dakhiliya•","location_Qantab, Muscat•","location_Qurayyat, Muscat•","location_Qurum, Muscat•","location_Ruwi, Muscat•","location_Sadah, Dhofar•","location_Saham, Al Batinah•","location_Salalah, Dhofar•","location_Sohar, Al Batinah•","location_Sultan Haitham City, Muscat•","location_Sumail, Al Dakhiliya•","location_Sur, Al Sharqiya•","location_Suwaiq, Al Batinah•","location_Taqah, Dhofar•","location_The Wave (Almouj), Muscat•","location_Wadi Al Ma'awal, Al Batinah•","location_Yiti, Muscat•","location_Yunqul, Al Dhahirah•"
1 BR Furnished Apartment with Stunning Views – Jebel Sifa,-0.38773144241099555,1.0,1.0,-0.155298630057845,0.022508792911507956,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 BR Stunning Seafront Villa in Sifa – Private Pool,3.1434320243828884,5.0,6.0,0.9002916554034475,-0.08633150269813424,1.1039396232321361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4 BR Spacious Villa with Pool | Al Ghubra South,0.09204620253382564,4.0,4.0,0.04065208781448773,-0.09307588304337733,0.3417765969790887,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 BR + Maid’s Room Brand New Villa – Al Khoudh 7,-0.06915908616763428,5.0,7.0,-0.005038343997089852,-0.09513287444298636,1.3579939653164852,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38 SQM Studio Apartment – Hawana Salalah,-0.4433856492245948,,1.0,-0.1651903730273618,0.05574308451212718,-1.4366037976113555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4 + 1 BR Freehold Prestigious Villa – Sultan Haitham City,0.20527372674080344,4.0,6.0,0.010505823526436543,-0.06868257929560283,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"6 BR Brand New Villa – Al Muna, Bausher",0.11891375065073563,6.0,7.0,0.014745141941943742,-0.08061082294100841,1.6120483074008345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR Excellent Penthouse Apartment in Sultan Haitham City with Private,-0.15647861754759174,3.0,4.0,-0.09594817224074423,-0.045085401649256986,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR Freehold Offplan Apartment in Sohar,-0.397787581849039,3.0,4.0,-0.1265654719082962,-0.07673811343475945,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Freehold 1 BR apartment featuring a balcony in Sultan Haitham City,-0.38002429432260193,1.0,2.0,-0.1383413563958162,-0.044585137237148575,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Freehold Spacious Studio Apartment with Balcony - Sultan Haitham City,-0.4390599739777723,,1.0,-0.1491751701243346,-0.0455280074639104,-1.4366037976113555,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2 BR Charming Fully Furnished Apartment in MGM,-0.23420259602865276,2.0,2.0,-0.1331599672213074,0.008959910826035011,-0.6744407713583079,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2 BR Apartment in Shatti Al Qurum For Sale,-0.31096701921982417,2.0,2.0,-0.11761579969778102,-0.058801451596432006,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 BR Villa with Private Pool & Garden in Muscat Bay,1.5313791373682892,5.0,5.0,0.28747462667290685,-0.06156067302947121,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1 BR Fully Furnished Freehold Apartment in Muscat Bay,-0.2533937018264456,1.0,1.0,-0.14681999322683062,0.06244777593082557,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 BR Lovely Villa in Amerat,-0.25723192298600417,5.0,6.0,0.024165849531959736,-0.12546615285483595,1.1039396232321361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 + 1 BR Luxury Villa for Sale in Al Muna Gardens,-0.03845331689116572,3.0,3.0,-0.07239640326570423,-0.046457147625061423,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2 + 1 BR Great Cozy Apartment in Qurum for Sale,-0.43379009632569837,2.0,2.0,-0.1359861794983122,-0.07640040263976379,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR + Maid's and Houseboy Room Spacious Villa in Al Mawaleh with Gym,0.49505942428747546,3.0,5.0,0.3171498555814572,-0.11451818605437429,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartment for sale 1 bhk in Muscat Hills,-0.38965055299077483,1.0,2.0,-0.148233099365333,-0.01670773779458468,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 bed room appartment at St. regis. شقة 3 غرف في سانت ريجس,2.5066980015602387,3.0,4.0,-0.01540112234610745,0.2564260042029447,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
استراحة ( فيلا ) للبيع في بوشر المسفاة-Villa for sale in Bousher,-0.2533937018264456,3.0,4.0,0.09953151025208772,-0.1356532966708208,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"شقة للبيع في السيفة ج 6- Apartment for Sale – Al Sifah, Block G6",-0.3685403366132027,1.0,1.0,-0.1402254979138194,-0.033243594552006504,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فيلا للبيع في الحيل الشمالية - Villa for Sale in north AlHail,-0.08067374964630998,6.0,7.0,-0.03942392670064824,-0.08026570652287361,1.6120483074008345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة للبيع في بناية السماء الخوير-Apartment for Sale – Al Sama Building,-0.38773144241099555,3.0,4.0,-0.12421029501079221,-0.07640040263976379,0.0877222548947395,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SR- MD- 139  1BHK Apartment for Sale – Al Mouj/شقة غرفة وصالة للبيع,0.05366399093823995,1.0,2.0,-0.1383413563958162,0.17450740715414215,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SR- SM- 122 Flat for sale in muscat hills شقة للبيع في مسقط هيلز,-0.2917759134220313,1.0,1.0,-0.1312758257033042,-0.022478315372687897,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"""SR-YH- 51 Villa for Sale in South Al Maabelah",-0.21501149023085991,5.0,6.0,-0.04177910359815224,-0.10034716810309253,1.1039396232321361,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"""SR-NS- 44 Luxurious Villas for Sale in Al Khoud - فيلا للبيع في الخوض",-0.09218841312498569,5.0,6.0,0.014745141941943742,-0.10473302258355566,1.1039396232321361,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SR-RO- 48 Villa for Sale in Al Khoud - فيلا للبيع في الخوض,0.015281779342654258,3.0,5.0,0.05242797230200773,-0.10403128586668156,0.3417765969790887,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rare & Unique Beachfront Villa—A Coastal Paradise for the Whole Family,4.755484911397487,5.0,7.0,0.872971603392401,-0.049793250620123436,1.3579939653164852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa for Sale in Al Mouj with 6 Bedrooms - فيلا للبيع في الموج,4.7785142383548385,6.0,8.0,0.24413937175883324,0.12073036175108859,1.8661026494851836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FREE HOLD!! Own a 3BHK Sky Villa at Yenaier - SHC,-0.19336392289094959,3.0,4.0,-0.09076678306623542,-0.06083688474052031,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FREE HOLD!! Own your 2BHK Sky Residence at Yenaier - SHC,-0.30776210455159275,2.0,3.0,-0.12091304735428661,-0.05201405494327955,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FREE HOLD!! 1BHK Suites at Yenaier in Sultan Haitham City,-0.3800550000918784,1.0,2.0,-0.1383413563958162,-0.04460064931194264,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Free Hold!! 1BR Apartment in Jebel Sifah, Solaris - W/ Payment Plan",-0.34167278849629273,1.0,1.0,-0.157653806955349,0.08078862194003507,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Free Hold!! 1BHK Apartment For Sale in Golf Links - Al Mouj FSA63,-0.023100432252931437,1.0,2.0,-0.14540688708832822,0.1920796793817872,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
فيلا فاخرة 6+1 غرف نوم مع أرض واسعة للبيع في المعبيلة FSV67,0.3799127895007184,7.0,8.0,0.1259094915041325,-0.09181079767526427,2.120156991569533,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6+1 BHK Brand New Modern Villa Al Amerat For Sale FSV68,0.16881062572499703,6.0,9.0,0.06184867989202372,-0.09219959997207831,2.120156991569533,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Own Your Dream Villa in Ghadeer Park, Al Mouj Muscat! FSV52",0.5411180782021783,3.0,3.0,-0.056381200362677034,0.041984407577573095,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Free Hold!! Buy in Sultan Haitham City 4+1BHK Semi-Detached Villas!!,0.05366399093823995,4.0,5.0,-0.026234936074625844,-0.06801433277549807,0.5958309390634379,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AL MOUJ | LUXURIOUS 4+1BR UNFURNISHED VILLA WITH PRIVATE POOL FOR SALE,0.8404993286477467,5.0,7.0,0.05337004306100933,-0.025380508830060645,1.3579939653164852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2 BR Freehold Off Plan Apartment in Yiti,-0.06319449048568025,2.0,2.0,-0.1279785780467986,0.06276793308446238,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4 BR + Maid’s Room Fully Renovated Villa | Mawaleh South,-0.2533937018264456,4.0,4.0,-0.04177910359815224,-0.10648736437574093,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR + Maid’s Room Townhouse in Muscat Hills,0.8385648651833292,3.0,4.0,-0.01540112234610745,0.03154424783339497,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR Incredible Duplex Sky Villa - Sultan Haitham City with Private Po,-0.1053343205964738,3.0,4.0,-0.09123781844573622,-0.03863819556297617,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2 BR Freehold Offplan Apartment in Sohar,-0.4283398222791252,2.0,3.0,-0.1373992856368146,-0.07096917748313254,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4 + 1 BR Large Villa in Yiti with Residency,1.130734098070087,4.0,6.0,0.05525418457901253,0.0010450677824339189,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1 BR Beautiful Freehold Penthouse Apartment in Muscat Hills for Sale,-0.31096701921982417,1.0,1.0,-0.1336310026008082,-0.024471885591080232,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1 BR Apartment for Sale in Yiti – Freehold with Visa,-0.27597011868696913,1.0,2.0,-0.1595379484733522,0.16350197788962706,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Villa for Sale with 3 bedrooms in Aida Muscat,0.28023802420814187,3.0,3.0,-0.10772405672826423,0.10461757238738235,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Villa for Sale in Muscat Yiti with 3 BHK,0.2638680109626246,3.0,4.0,-0.06250466029618744,0.0005098730006615421,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Villa for Sale with 4 BHK in Muscat Yiti,0.46090309418856373,4.0,4.0,-0.06203362491668663,0.03666115769998293,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartment for Sale with 1 BHK,-0.43762831748525693,1.0,1.0,-0.1524724177808402,-0.03162420212845089,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Don’t miss this lovely 1 BHK apartment for sale Al Mouj,-0.26107014414556273,1.0,1.0,-0.14069653329332021,0.025526855486199526,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartment for Sale in Aida Muscat with 3 BHK,0.37091216088155354,3.0,3.0,-0.10348473831275702,0.11601845221088429,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartment for Sale with 2 BHK in Muscat Bay,0.015281779342654258,2.0,2.0,-0.11620269355927862,0.049222824200363745,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartment for Sale with 3 BHK in Muscat Bay,-0.11329862950255783,2.0,3.0,-0.12044201197478581,0.01730914919648965,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartment for Sale with 3 BHK in Muscat Bay,-0.10754129776321997,2.0,3.0,-0.11808683507728182,0.012712532830237678,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartment for Sale with 1 BHK in Muscat Bay,-0.31096701921982417,1.0,1.0,-0.14258067481132342,0.006535085619635894,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartment for Sale with 2 bedrooms,-0.14976173051836422,2.0,2.0,-0.12279718887228981,0.010752008205139343,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa for Sale with 4 Bedrooms in Muscat Yiti,4.046891712025582,4.0,4.0,-0.03471357290564024,0.5459143373991249,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
