Title,Location,Price,Rooms,Bathrooms,Size
أرض للبيع في الفيحاء,"Sumail, Al Dakhiliya•","OMR 12,000",615 SQM,N/A,N/A
أرضين شبك بركاء القريحه الثالثه مقابل العقده الرابعه,"Barka, Al Batinah•","OMR 17,800","1,263 SQM",N/A,N/A
منزل للبيع بالعامرات قرب مرتفعات العامرات السابعة داخل شوي,"Al Amarat, Muscat•","OMR 45,000Non Freehold",4,5,208 SQM
منزل للبيع,"Suwaiq, Al Batinah•","OMR 17,000Non Freehold",3,2,118 SQM
for sale apartments,"Al Hail, Muscat•","OMR 30,000Negotiable",2,3,77 SQM
ارض للبيع في قلعة العوامر مربع ٤,"Izki, Al Dakhiliya•","OMR 5,000",600 SQM,N/A,N/A
توين فيلا للبيع المعبيلة الجنوبية خلف نستو,"Al Maabilah, Muscat•","OMR 100,000Non Freehold",5,7,361 SQM
مطلوب الارض للشراء رقم 1439 بحي الرفعة 20 صحار,"Sohar, Al Batinah•","OMR 6,000Negotiable",600 SQM,N/A,N/A
الهرم شمال,"Barka, Al Batinah•","OMR 10,000",600 SQM,N/A,N/A
بعي العامرات,"Al Amarat, Muscat•","OMR 4,200",600 SQM,N/A,N/A
مطلوب ارض عاجل بسعر مناسب في العامرات مدينة النهضة,"Al Amarat, Muscat•","OMR 5,900",600 SQM,N/A,N/A
أرض سكنية للبيع مجيس -عمق,"Sohar, Al Batinah•","OMR 14,000",401 SQM,N/A,N/A
بهلا حي الحوراء,"Bahla, Al Dakhiliya•","OMR 10,500",600 SQM,N/A,N/A
شقة للبيع,"Ruwi, Muscat•","OMR 24,000Non Freehold",1,2,73 SQM
luxury flat Qurm القرم (one bedroom),"Qurum, Muscat•","OMR 49,000Negotiable",1,2,88 SQM
luxury flat Qurm القرم,"Qurum, Muscat•","OMR 67,000Negotiable",2,2,116 SQM
السويق,"Suwaiq, Al Batinah•","OMR 4,500Non Freehold",10 SQM,N/A,N/A
لوى مدينه الطيب (الاحلام),"Liwa, Al Batinah•","OMR 11,000",500 SQM,N/A,N/A
"1BHK flat for sale in Hawanah Salalah, negotiable","Salalah, Dhofar•","OMR 46,000Freehold",1,1,61.6 SQM
مخطط غضفان مدينه الطيب (الاحلام),"Liwa, Al Batinah•","OMR 11,000",500 SQM,N/A,N/A
مبنى صناعي للبيع عبارة عن سبعة محلات تجارية في صناعية الطيب ولاية عبري,"Ibri, Al Dhahirah•","OMR 80,000Negotiable",200 SQM,N/A,N/A
فيلا للبيع لحاجة المالك خلف المعبيلة الجنوبية الثامنة,"Al Maabilah, Muscat•","OMR 49,000Negotiable",3,3,176 SQM
فلـة للبيـع طابقين ونصف بالقرب من جميع الخدمات,"Al Hail, Muscat•","OMR 135,000Non Freehold",4,6,405 SQM
عدوانب مربع أ,"Salalah, Dhofar•","OMR 16,000",600 SQM,N/A,N/A
بدبد - ارض للبيع مساحة ١٤٥٩ متر (سيح المعيدن),"Bidbid, Al Dakhiliya•","OMR 56,000","1,459 SQM",N/A,N/A
للبيع أرض بولاية: ضنك جديدة,"Dhank, Al Dhahirah•","OMR 5,600Negotiable",618 SQM,N/A,N/A
بدبد حميم حي النهضه2,"Bidbid, Al Dakhiliya•","OMR 24,000",600 SQM,N/A,N/A
أرض للبيع في الدقم ظهر ١,"Al Duqum, Al Wusta•","OMR 9,800Negotiable",600 SQM,N/A,N/A
ارض سكنية في الدقم بظهر ١,"Al Duqum, Al Wusta•","OMR 9,800Negotiable",600 SQM,N/A,N/A
أرض سكني تجاري ماتتفوت للإستثمار,"Nizwa, Al Dakhiliya•","OMR 78,000Negotiable",750 SQM,N/A,N/A
ڤيلا سكنية الخوير 17/1 مساحة 332 متر مطلوب 75الف ريال,"Bosher, Muscat•","OMR 75,000Non Freehold",7,6,332 SQM
للبيع فلة في منطقة العامرات بسعر مغري وبتشطيبات ذو جودة عاليه,"Al Amarat, Muscat•","OMR 79,000Freehold",7,6,305 SQM
ارض للبيع في موقع مميز في السويق,"Suwaiq, Al Batinah•","OMR 10,800Negotiable",600 SQM,N/A,N/A
فلة منزل طابقين للبيع في ولاية بركاء - الرميس - على خط الباطنة الساحلي,"Barka, Al Batinah•","OMR 60,000Non Freehold",4,6,270 SQM
Bousher land for sale,"Bosher, Muscat•","OMR 120,000","2,098 SQM",N/A,N/A
ارض للبيع في مقنيات,"Ibri, Al Dhahirah•","OMR 4,700",630 SQM,N/A,N/A
"wtspp +96899412052 opticals stores sale in muscat,mabela,barka,alkoud","Al Seeb, Muscat•","OMR 8,000Negotiable",25 SQM,N/A,N/A
جعلان بني بوعلي,"Ja'alan Bani Bu Ali, Al Sharqiya•","OMR 150,000",653 SQM,N/A,N/A
شقة في الخوير ٤٢ مؤثثة للبيع,"Al Khuwair, Muscat•","OMR 41,000Non Freehold",2,2,91 SQM
barber shop for sale,"Bosher, Muscat•","OMR 7,500Negotiable",45 SQM,N/A,N/A
أرض سكنية الفاتك مربع ٣ للبيع,"Sohar, Al Batinah•","OMR 12,000Negotiable",600 SQM,N/A,N/A
بيت للبيع حي السرح8,"Al Rustaq, Al Batinah•","OMR 40,000Non Freehold",3,3,161 SQM
فيلا راقية خلف المعبيلة الثامنة جنب مدينة السلطان هيثم,"Barka, Al Batinah•","OMR 50,000Negotiable",3,3,176 SQM
MOBILE SHOP,"Al Maabilah, Muscat•","OMR 1,000Freehold",190 SQM,N/A,N/A
أرض سكنية مميزة للبيع,"Al Maabilah, Muscat•","OMR 40,000",544 SQM,N/A,N/A
"Prime Industrial Warehouse for Sale - 7,700 Sqm","Al Duqum, Al Wusta•","OMR 840,000Freehold","7,700 SQM",N/A,N/A
فرصة لاتتعوض، من المالك مباشرة أرض في الجفرة,"Sohar, Al Batinah•","OMR 20,000",600 SQM,N/A,N/A
منزل في الرستاق منطقة العراقي ، ب٤٥ألف,"Al Rustaq, Al Batinah•","OMR 45,000Non Freehold",500 SQM,N/A,N/A
أرضك مقابل مدينه السلطان هيثم فررصة بادر بالحجز الحين,"Al Seeb, Muscat•","OMR 14,900",300 SQM,N/A,N/A
Villa For Sale In Amerat,"Al Amarat, Muscat•","OMR 59,000Negotiable",5,8,285 SQM
فيلا للبيع ارض الجو,"Al Buraimi, Al Buraimi•","OMR 76,000Non Freehold",10,12,497 SQM
ارض للبيع ارض الجو,"Al Buraimi, Al Buraimi•","OMR 13,500",744 SQM,N/A,N/A
ارض سكنيه للبيع في ولاية محوت,"Mahut, Al Wusta•","OMR 1,600",618 SQM,N/A,N/A
بيع ارض في بركاء,"Barka, Al Batinah•","OMR 6,500",630 SQM,N/A,N/A
فرصه استثمارية صاله عرض مفروشات كامله وجاهزه للبيع,"Azaiba, Muscat•","OMR 25,000Negotiable",400 SQM,N/A,N/A
فرصه لامتلاك فله راقيه  بولايه سمائل العوينه,"Sumail, Al Dakhiliya•","OMR 47,000Non Freehold",4,5,260 SQM
ارض في شلاشل عبري بيع مستعجل,"Ibri, Al Dhahirah•","OMR 2,300",600 SQM,N/A,N/A
mobile shop,"Al Seeb, Muscat•","OMR 4,500Negotiable",1,0,22 SQM
منزل للبيع مساحة الارض 600 مع حديقة مساحت أرضها 600,"Al Qabil, Al Sharqiya•","OMR 46,000Non Freehold",3,4,600 SQM
أرض للبيع في ردة البوسعيد على الشارع العام,"Nizwa, Al Dakhiliya•","OMR 26,000",600 SQM,N/A,N/A
العيجه 4,"Sur, Al Sharqiya•","OMR 6,800",663 SQM,N/A,N/A
3 اراضي شبك بموقع جميل في البريك,"Al Khaboura, Al Batinah•","OMR 23,000","2,000 SQM",N/A,N/A
2 BHK Apartmnet - Shaden Al hail,"Al Hail, Muscat•","OMR 45,000Negotiable",2,3,130 SQM
For Sale - 1BHK Flat Shaden AL Hail,"Al Hail, Muscat•","OMR 32,000Negotiable",1,2,90 SQM
For Sale - 1BHK Flat Shaden AL Hail,"Al Hail, Muscat•","OMR 32,000Negotiable",1,2,90 SQM
ارض سكنية,"Al Amarat, Muscat•","OMR 53,000",600 SQM,N/A,N/A
apartment for sale | شقة في موقع ممتاز للبيع  في المعبيلة,"Al Maabilah, Muscat•","OMR 45,000Non Freehold",4,4,193 SQM
للبيع توين فيلا في المعبيلة الجنوبية في منطقة هادئة وجميلة,"Al Maabilah, Muscat•","OMR 78,000Non Freehold",6,7,337 SQM
أرض سكنية العامرات موقع ممتاز وادي الرحاب,"Muscat - Other, Muscat•","OMR 5,200Negotiable",654 SQM,N/A,N/A
جزء من توين فيلا للبيع بركاء حي عاصم,"Barka, Al Batinah•","OMR 65,000Non Freehold",5,6,300 SQM
Turkish Gift & Decor Shop Commercial for Sale in Salalah,"Salalah, Dhofar•","OMR 8,000Negotiable",50 SQM,N/A,N/A
من المالك مباشرة سكنية,"Al Duqum, Al Wusta•","OMR 3,600",630 SQM,N/A,N/A
house cum famhouse urgent sale,"Barka, Al Batinah•","OMR 51,000Negotiable",2,1,600 SQM
أرض للبيع,"Barka, Al Batinah•","OMR 11,200",600 SQM,N/A,N/A
ارضين شبك صحم الفليج,"Saham, Al Batinah•","OMR 5,000",662 SQM,N/A,N/A
مبني سكني تجاري,"Saham, Al Batinah•","OMR 85,000Negotiable",648 SQM,N/A,N/A
للبيع طيمساء 1,"Nizwa, Al Dakhiliya•","OMR 82,000Non Freehold",5,8,430 SQM
ارض زراعية للبيع,"Al Amarat, Muscat•","OMR 145,000","26,025 SQM",N/A,N/A
توين فيلا ( فلتين ) الملتقى - صحار,"Sohar, Al Batinah•","OMR 36,000Negotiable",6,4,419 SQM
ارض سكنية قرب الجامعة التقنية,"Shinas, Al Batinah•","OMR 14,000",768 SQM,N/A,N/A
ارض للبيع,"Saham, Al Batinah•","OMR 11,000Negotiable",660 SQM,N/A,N/A
sale Shop wadikabir,"Al Bustan, Muscat•","OMR 6,000Negotiable",10 SQM,N/A,N/A
ارض سكنيه كورنر ولاية قريات منطقة بمه قريب البحر,"Qurayyat, Muscat•","OMR 15,000",664 SQM,N/A,N/A
شقة جديدة للبيع,"Al Khoud, Muscat•","OMR 29,500Negotiable",1,2,60 SQM
أرض للبيع في *الرسيل* ولاية السيب,"Al Mawaleh, Muscat•","OMR 25,500",324 SQM,N/A,N/A
أرض صناعية للبيع في المسفاه ٦,"Misfah, Muscat•","OMR 200,000","1,820 SQM",N/A,N/A
ارض سكني للبيع معبيله الجنوبيه مرحلة الرابعه,"Al Seeb, Muscat•","OMR 67,000",673 SQM,N/A,N/A
ارض للبيع بسعر مغري (جرزيز) خلف الممجمع الثقافي صلاله,"Salalah, Dhofar•","OMR 21,000",500 SQM,N/A,N/A
شاليه خاص للبيع,"Al Masn'a, Al Batinah•","OMR 200,000Negotiable",4,6,"1,847 SQM"
الجبل الاخضر,"Nizwa, Al Dakhiliya•","OMR 46,000Negotiable",615 SQM,N/A,N/A
للبيع أرض سكنية العوينة,"Sumail, Al Dakhiliya•","OMR 10,500",600 SQM,N/A,N/A
قريات,"Qurayyat, Muscat•","OMR 9,000Negotiable",600 SQM,N/A,N/A
مطلوب ارضي ف العامرات من مالك مباشر,"Al Amarat, Muscat•","OMR 3,000",600 SQM,N/A,N/A
ارض للبيع او البدل ارض في ولايه صحار منطقه ينبع مربع 2 المساحه 600,"Sohar, Al Batinah•","OMR 3,850Negotiable",600 SQM,N/A,N/A
ارض للبيع,"Shinas, Al Batinah•","OMR 3,000",600 SQM,N/A,N/A
ازكي - مخطط حلفين,"Izki, Al Dakhiliya•","OMR 6,000",621 SQM,N/A,N/A
ازكي - مخطط السياحي,"Izki, Al Dakhiliya•","OMR 5,300",600 SQM,N/A,N/A
ارض للبيع  ولاية ابراء - سيح العافية 1,"Ibra, Al Sharqiya•","OMR 28,000",920 SQM,N/A,N/A
URGENT SALE,"Al Maabilah, Muscat•","OMR 7,500Negotiable",60 SQM,N/A,N/A
فرصه سكنيه جزيرة مصيره,"Masira, Al Sharqiya•","OMR 4,100",600 SQM,N/A,N/A
فيلا للبيع في المعبيلة / الثامنة,"Al Maabilah, Muscat•","OMR 69,000Non Freehold",4,6,300 SQM
بدية الغبي 40,"Bidiya, Al Sharqiya•","OMR 40,000Non Freehold",200 SQM,N/A,N/A
ارض سكنية السوادي جنوب 707م مفتوحة من 3 جهات,"Barka, Al Batinah•","OMR 14,000Negotiable",707 SQM,N/A,N/A
سكني تجاري الطو قريب حلبان,"Nakhl, Al Batinah•","OMR 48,000Negotiable",500 SQM,N/A,N/A
بيع صالون بشكل عاجل,"Al Maabilah, Muscat•","OMR 3,000Non Freehold",99 SQM,N/A,N/A
Qurum Beach,"Qurum, Muscat•","OMR 45,000Negotiable",300 SQM,N/A,N/A
دفع القروض الشخصيه وشراء اراضي وتسهيلات للبنا,"Saham, Al Batinah•","OMR 1,000Negotiable",1,0,"1,000 SQM"
garage,"Barka, Al Batinah•","OMR 10,000Negotiable",750 SQM,N/A,N/A
ولاية سمائل السحامه,"Sumail, Al Dakhiliya•","OMR 47,000Non Freehold",3,5,240 SQM
ولاية سمائل السحامه,"Sumail, Al Dakhiliya•","OMR 47,000Non Freehold",3,5,240 SQM
للييع بيت قديم خوض,"Al Khoud, Muscat•","OMR 36,500Non Freehold",5,4,420 SQM
صيدلية جاهرة و مفتوحة للبيع العاجل في الخوض WORKING PHARMACY FOR SALE,"Al Khoud, Muscat•","OMR 6,000Negotiable",33 SQM,N/A,N/A
Running restaurant,"Al Maabilah, Muscat•","OMR 7,000Negotiable",137 SQM,N/A,N/A
بنايات سكنية تجارية ببوشر ككل وروي والسيب ككل وبركاء بمواقع ممتازه,"Bosher, Muscat•","OMR 5,000,000Non Freehold","3,000 SQM",N/A,N/A
ارض للبيع,"Al Masn'a, Al Batinah•","OMR 6,000Negotiable",613 SQM,N/A,N/A
ورشة تصليح سيارات للبيع بكامل تجهيزاتها Workshop for sale,"Al Maabilah, Muscat•","OMR 45,000Negotiable",750 SQM,N/A,N/A
للجادين فقط شقة للبيع مع بعض الاثاث,"Bosher, Muscat•","OMR 42,000Negotiable",3,3,134 SQM
فرصة: ارض في السيب بالقرب من الكرنيش للبيع/ قابل للتفاوض,"Al Seeb, Muscat•","OMR 100,000Negotiable","1,313.2 SQM",N/A,N/A
أرض سكنية على شارع مرصوف في الدسر,"Sumail, Al Dakhiliya•","OMR 15,000",648 SQM,N/A,N/A
للبيع أرض سكنية الحيل الشمالية (خريس الحبوس),"Al Hail, Muscat•","OMR 69,000Negotiable",563 SQM,N/A,N/A
AlGhubrah villa of sale,"Al Ghubrah, Muscat•","OMR 155,000Negotiable",5,6,600 SQM
للبيع محل هواتف في سوق الخوض  محل جاهز مع الغرض,"Al Khoud, Muscat•","OMR 4,800Freehold",100 SQM,N/A,N/A
فيلا للبيع او الايجار,"Salalah, Dhofar•","OMR 68,000Negotiable",4,4,330 SQM
للبيع ارض زراعية في بركاء,"Barka, Al Batinah•","OMR 42,000","3,137 SQM",N/A,N/A
فرصة ذهبية للإستثمار أرض سكنية مميزة,"Al Amarat, Muscat•","OMR 43,000Negotiable",500 SQM,N/A,N/A
RESTAURANT FOR SALE مطعم للتنازل بكامل محتوياته,"Azaiba, Muscat•","OMR 7,500Negotiable",120 SQM,N/A,N/A
للبيع ارض ف الواسط 9,"Wadi Al Ma'awal, Al Batinah•","OMR 12,000",600 SQM,N/A,N/A
شقة للبيع ، في العامرات المنطقة السادسة.,"Al Amarat, Muscat•","OMR 23,700Non Freehold",3,3,118 SQM
شقة للبيع بالمعبيلة,"Al Maabilah, Muscat•","OMR 37,000Non Freehold",2,3,140 SQM
سكني الخوض المرحلة الخامسة (حي الكوثر),"Al Khoud, Muscat•","OMR 95,000",615 SQM,N/A,N/A
السويق,"Suwaiq, Al Batinah•","OMR 6,700",600 SQM,N/A,N/A
ارض صناعيه للبيع المعبيله الجنوبيه بها مكاتب ومخزن وغرف للعمال فرررصه,"Al Maabilah, Muscat•","OMR 750,000","2,500 SQM",N/A,N/A
ارض في الفليج بسعر اقل عن السوق,"Barka, Al Batinah•","OMR 16,000",630 SQM,N/A,N/A
ارض في مدينة النهضة قريب بيوت للبيع بسعر مناسب,"Al Amarat, Muscat•","OMR 11,000",600 SQM,N/A,N/A
للبيع ارض,"Al Seeb, Muscat•","OMR 73,000",614 SQM,N/A,N/A
محل الاسر المنتجه,"Al Hail, Muscat•","OMR 5,000Non Freehold",120 SQM,N/A,N/A
ارض للبيع من المالك في سور الحديد,"Al Seeb, Muscat•","OMR 53,000Negotiable",608 SQM,N/A,N/A
ست فلل بوشر جال موقع ممتاز,"Bosher, Muscat•","OMR 390,000Non Freehold","1,650 SQM",N/A,N/A
#تربة ردم القواعد والطرق والجسور,"Al Rusayl, Muscat•","OMR 2,222Negotiable",222 SQM,N/A,N/A
ارض صالحة لعمل استراحة,"Barka, Al Batinah•","OMR 35,000","1,000 SQM",N/A,N/A
أرض في الخرماء ازكي,"Izki, Al Dakhiliya•","OMR 7,500",600 SQM,N/A,N/A
محلات للبيع,"Al Maabilah, Muscat•","OMR 8,200Non Freehold",100 SQM,N/A,N/A
مزرعه للبيع,"Al Mudaibi, Al Sharqiya•","OMR 13,200","1,418 SQM",N/A,N/A
ف المصنعة,"Al Masn'a, Al Batinah•","OMR 3,000",611 SQM,N/A,N/A
ارض للبيع أزكي السياحي 4,"Izki, Al Dakhiliya•","OMR 4,800Negotiable",600 SQM,N/A,N/A
منزل للبيع,"Al Hail, Muscat•","OMR 130,000Negotiable",7,6,358.85 SQM
ارض سكني تجاري كبيره تبعد دقيقه من برج الصحوه وبجوار بنك مسقط,"Al Mawaleh, Muscat•","OMR 650,000","1,300 SQM",N/A,N/A
ارض في ولاية صور منطقة شياع,"Sur, Al Sharqiya•","OMR 19,000Negotiable",630 SQM,N/A,N/A
العوينه ٣. البرك,"Sumail, Al Dakhiliya•","OMR 7,500",600 SQM,N/A,N/A
معبيله ٨ الثامنه,"Al Maabilah, Muscat•","OMR 29,000Non Freehold",3,3,141 SQM
ارض صناعية,"Bosher, Muscat•","OMR 60,000",500 SQM,N/A,N/A
سوبر ماركت في الخوض التجاري,"Al Khoud, Muscat•","OMR 70,000Freehold",310 SQM,N/A,N/A
ارض سكنية مساحة 1032 في صحار العوينات ثاني قطعه من شارع مسقط دبي,"Sohar, Al Batinah•","OMR 32,000","1,032 SQM",N/A,N/A
فيلل جميلة مستقلة في مرتفعات بوشر والانصب باسعار مناسبة,"Ansab, Muscat•","OMR 250,000Negotiable",6,6,600 SQM
شقة للبيع في مسقط هيلز,"Muscat Hills, Muscat•","OMR 70,000Non Freehold",1,2,69.6 SQM
4 فيلل الحيل الشمالية قريبة من البحر الخط الثاني,"Al Hail, Muscat•","OMR 140,000Negotiable",5,6,320 SQM
urgently sale this shop 93838747,"Al Hail, Muscat•","OMR 1,050Negotiable",100 SQM,N/A,N/A
صالون رجالي للبيع (سبا),"Bosher, Muscat•","OMR 12,000Non Freehold",90 SQM,N/A,N/A
fully furnished brand new sea front line house in zjabal sifah,"Al Sifah, Muscat•","OMR 265,000Negotiable",2,3,300 SQM
للبيع أرض سكني/تجاري في بركاء (السوادي),"Barka, Al Batinah•","OMR 45,000",901 SQM,N/A,N/A
للبيع أرض سكنية في بركاء ( القريحة - الطاووس ),"Barka, Al Batinah•","OMR 6,000",609 SQM,N/A,N/A
ولاية بركاء حي عاصم,"Barka, Al Batinah•","OMR 37,000",70 SQM,N/A,N/A
مطلوب بيت قديم في مطlرح حلة التكية أو المدبغة أو حي الورد,"Mutrah, Muscat•","OMR 1,002Negotiable",1,1,100 SQM
